"verb","noun","plural","provenance","kind","obs"
"partir","partido","partidos","framenet",NA,""
"partir","partitura",NA,"openWordnet-PT",NA,NA
"partir","parte",NA,"dhbb",NA,NA
"passar","passagem","passagens","nomage: passage",NA,""
"passear","passeata","passeatas","framenet",NA,""
"passear","passeio","passeios","framenet",NA,""
"patentear","patente","patentes","nomlex",NA,""
"pavimentar","pavimento","pavimentos","enwiktionary:pt",NA,""
"pedir","pedinte",NA,NA,"agent",""
"pedir","pedido","pedidos","nomlex","lex",""
"penalizar","penalização","penalizações","nomlex",NA,""
"penetrar","penetra",NA,NA,"agent",""
"penetrar","penetração","penetrações","nomlex",NA,""
"pensar","pensador","pensadores",NA,"agent",""
"pensar","pensamento","pensamentos","framenet",NA,""
"perceber","percepção","percepções","nomlex",NA,""
"perder","perdedor","perdedores",NA,"agent",""
"perder","perda","perdas","nomlex",NA,""
"perdoar","perdão","perdões","nomlex",NA,""
"performar","performance","performances","nomlex",NA,""
"perguntar","perguntador",NA,NA,"agent",""
"perguntar","pergunta","perguntas","framenet",NA,""
"perjurar","perjúrio","perjúrios","nomlex",NA,""
"permanecer","permanência",NA,"dhbb",NA,NA
"permitir","permissão","permissões","nomlex",NA,""
"permutar","permutador",NA,NA,"agent",""
"permutar","permutação","permutações","nomage: permutation","lex",""
"perpetrar","perpetrador",NA,NA,"agent",""
"perpetrar","perpetração","perpetrações","nomlex",NA,""
"perseguir","perseguidor","perseguidores","framenet","agent",""
"perseguir","perseguição","perseguições","nomlex",NA,""
"perseverar","perseverança","perseveranças","nomlex",NA,""
"persistir","persistência","persistências","nomage: persistance",NA,""
"personificar","personificação","personificações","nomlex",NA,""
"pertencer","pertences",NA,NA,"agent",""
"pertencer","pertencimento","pertencimentos","enwiktionary:pt",NA,""
"perverter","perversão","perversões","nomage: perversion",NA,""
"pesquisar","pesquisador","pesquisadores","nomlex","agent",""
"pesquisar","pesquisa","pesquisas","nomlex",NA,""
"peticionar","peticionante",NA,NA,"agent",""
"peticionar","petição","petições","nomlex",NA,""
"pintar","pintor","pintores","nomlex","agent",""
"pintar","pinta","pintas","enwiktionary:en",NA,""
"pintar","pintura","pinturas","nomlex",NA,""
"piratear","pirata","piratas","nomlex",NA,""
"piratear","pirataria","piratarias","framenet",NA,""
"piscar","piscador","piscadores",NA,"agent",""
"piscar","piscada","piscadas","framenet",NA,""
"planejar","planejador","planejadores","nomlex","agent",""
"planejar","plano","planos","nomlex",NA,""
"planejar","planejamento",NA,"dhbb",NA,NA
"planificar","planificador",NA,NA,"agent",""
"planificar","planificação","planificações","nomage: planification",NA,""
"pleitear","pleito",NA,"dhbb",NA,NA
"polarizar","polarizador",NA,NA,"agent",""
"polarizar","polarização","polarizações","nomlex",NA,""
"policiar","polícia",NA,"dhbb",NA,NA
"polimerizar","polimerização","polimerizações","enwiktionary:en",NA,""
"polimerizar","polímero","polímero","",NA,""
"politicar","político",NA,"dhbb",NA,NA
"poluir","poluidor",NA,NA,"agent",""
"poluir","poluição","poluições","nomlex",NA,""
"ponderar","ponderação","ponderações","nomlex",NA,""
"popular","população","populações","nomlex",NA,""
"posicionar","posição","posições","framenet",NA,""
"possibilitar","possibilidade",NA,"dhbb",NA,NA
"possuir","possuidor","possuidores","nomlex","agent; lex",""
"possuir","possessão","possessões","nomlex",NA,""
"possuir","posse",NA,"dhbb",NA,NA
"pousar","pousador",NA,NA,"agent",""
"pousar","pouso",NA,NA,"agent",""
"pousar","pousada","pousadas","enwiktionary:en",NA,""
"praticar","praticante","praticantes",NA,"agent",""
"praticar","prática","práticas","nomlex",NA,""
"pré-pagar","pré-pagamento","pré-pagamentos","nomlex",NA,""
"pré-qualificar","pré-qualificação","pré-qualificações","nomage: préqualification",NA,""
"precipitar","precipitado","precipitados","enwiktionary:en",NA,""
"precisar","precisão","precisões","nomage: précision",NA,""
"predizer","predição","predições","nomlex",NA,""
"predominar","predominância","predominâncias","nomlex",NA,""
"preencher","preenchimento","preenchimentos","nomlex",NA,""
"preferir","preferido","preferidos","","agent",""
"preferir","preferência","preferências","enwiktionary:pt",NA,""
"pregar","pregador","pregadores","nomlex","agent",""
"prejudicar","prejuízo","prejuízos","nomlex",NA,""
"prender","prisão",NA,"dhbb",NA,NA
"prender","preso",NA,"dhbb",NA,NA
"preocupar","preocupação","preocupações","nomlex",NA,""
"preparar","preparador","preparadores",NA,"agent",""
"preparar","preparação","preparações","nomlex",NA,""
"prescrever","prescrição","prescrições","nomlex",NA,""
"preservar","preservativo",NA,NA,"agent",""
"preservar","preservação","preservações","nomlex","lex",""
"presidir","presidente","presidentes",NA,"agent",""
"presidir","presidência","presidências","nomage: présidence",NA,""
"pressionar","pressão","pressões","framenet",NA,""
"pressupor","pressuposto","pressupostos","enwiktionary:en",NA,""
"prestar","prestador","prestadores",NA,"agent",""
"prestar","prestação","prestações","nomlex",NA,""
"prestigiar","prestígio",NA,"dhbb",NA,NA
"presumir","presunção","presunções","nomlex",NA,""
"prevenir","prevenção","prevenções","nomlex",NA,""
"prever","previsão","previsões","framenet",NA,""
"previdenciar","previdência",NA,"dhbb",NA,NA
"principiar","princípio",NA,"dhbb",NA,NA
"priorizar","prioridade",NA,"dhbb",NA,NA
"privar","privação","privações","nomlex",NA,""
"privatizar","privatização","privatizações","nomlex",NA,""
"privilegiar","privilégio","privilégios","nomlex",NA,""
"proceder","procedimento","procedimentos","nomage: procédure",NA,""
"processar","prosecução","prosecuções","nomlex",NA,""
"processar","processo",NA,"dhbb",NA,NA
"proclamar","proclamador",NA,NA,"agent",""
"proclamar","proclamação","proclamações","nomlex",NA,""
"procrastinar","procrastinador","procrastinadores","","agent",""
"procrastinar","procrastinante",NA,NA,"agent",""
"procrastinar","procrastrinador",NA,NA,"agent",""
"procrastinar","procrastinação","procrastinações","nomlex",NA,""
"procriar","procriador","procriadores",NA,"agent",""
"procriar","procriação","procriações","nomlex",NA,""
"procurar","procurador","procuradores","","agent; lex",""
"procurar","procuração","NIL","nomlex","event; lex",""
"procurar","procura","procuras","enwiktionary:en",NA,""
"produzir","produtor","produtores","nomlex","agent",""
"produzir","produção","produções","nomlex",NA,""
"produzir","produto","produtos","framenet",NA,""
"profanar","profanador","profanadores",NA,"agent",""
"profanar","profanação","profanações","nomlex",NA,""
"professar","professor","professores","nomlex","lex",""
"professar","profissão","profissões","nomlex",NA,""
"programar","programador","programadores",NA,"agent",""
"programar","programação","programações","nomage: programmation",NA,""
"programar","programa",NA,"dhbb",NA,NA
"progredir","progressão","progressões","nomage: progression",NA,""
"progredir","progresso","progressos","nomlex",NA,""
"proibir","proibição","proibições","nomlex",NA,""
"projetar","projetor",NA,NA,"agent",""
"projetar","projeção","projeções","nomlex","lex",""
"projetar","projeto",NA,"dhbb",NA,NA
"proliferar","proliferação","proliferações","nomlex",NA,""
"prolongar","prolongamento","prolongamentos","nomlex",NA,""
"prometer","promessa","promessas","nomlex",NA,""
"promover","promotor","promotores",NA,"agent",""
"promover","promoção","promoções","nomlex",NA,""
"promulgar","promulgação",NA,"dhbb",NA,NA
"pronunciar","pronunciamento","pronunciamentos","nomlex",NA,""
"propaganda","propaganda",NA,"dhbb",NA,NA
"propagar","propagador",NA,NA,"agent",""
"propagar","propagação","propagações","nomlex",NA,""
"propelir","propelente","propelentes","nomlex","agent",""
"propor","proponente",NA,NA,"agent",""
"propor","proposição","proposições","nomlex",NA,""
"propor","proposta","propostas","nomlex",NA,""
"prorrogar","prorrogação",NA,"dhbb",NA,NA
"prospectar","prospector",NA,NA,"agent",""
"prospectar","prospecção","prospecções","nomage: démarchage",NA,""
"prostituir","prostituto",NA,NA,"agent",""
"prostituir","prostituição","prostituições","nomlex","lex",""
"proteger","protetor","protetores","","agent",""
"proteger","proteção","proteções","nomlex",NA,""
"protestar","protestador",NA,NA,"agent",""
"protestar","protestante","protestantes","framenet","agent; other",""
"protestar","protesto","protestos","nomlex","lex",""
"protestar","protestação","protestações","nomage: protestation",NA,""
"provar","provador","provadores",NA,"agent",""
"provar","prova","provas","framenet",NA,""
"provar","provação","provações","nomlex",NA,""
"prover","provedor","provedores","nomlex","agent",""
"prover","provisão","provisões","framenet",NA,""
"providenciar","provisão","provisões","nomlex",NA,""
"provocar","provocador","provocadores",NA,"agent",""
"provocar","provocação","provocações","nomlex",NA,""
"publicar","publicação","publicações","nomage: parution",NA,""
"punir","punição","punições","nomlex",NA,""
"putrefazer","putrefação","putrefações","framenet",NA,""
"qualificar","qualificação","qualificações","nomlex",NA,""
"quebrar","quebrador","quebradores","nomlex","agent",""
"quebrar","quebra","quebras","nomlex",NA,""
"quedar","queda","quedas","nomlex","lex",""
"queimar","queimadura",NA,"openWordnet-PT",NA,NA
"queixar","queixa","queixas","framenet",NA,""
"querer","querência","querências","nomlex",NA,""
"questionar","questionador",NA,NA,"agent",""
"questionar","questionário",NA,NA,"agent",""
"questionar","questionamento","questionamentos","framenet",NA,""
"questionar","questão","questões","nomlex",NA,""
"rachar","rachadura",NA,"openWordnet-PT",NA,NA
"raciocinar","raciocínio","raciocínios","nomage: raisonnement",NA,""
"radiar","radiador",NA,NA,"agent",""
"radiar","radiação","radiações","nomlex","lex",""
"radicalizar","radical",NA,NA,"agent",""
"radicalizar","radicalização","radicalizações","nomage: radicalisation",NA,""
"radiopasteurizar","radiopasteurização","radiopasteurizações","nomlex",NA,""
"rapar","rapadura",NA,"openWordnet-PT",NA,NA
"raptar","raptor","raptores","framenet","agent",""
"raptar","rapto","raptos","framenet",NA,""
"rarear","rarefação","rarefações","nomage: raréfaction",NA,""
"ratear","rateador",NA,NA,"agent",""
"ratear","rateio","rateios","nomlex",NA,""
"ratificar","ratificação","ratificações","nomlex",NA,""
"reabilitar","reabilitação","reabilitações","nomlex",NA,""
"reafectar","reafectação","reafectações","nomlex",NA,""
"reafirmar","reafirmação","reafirmações","nomlex",NA,""
"reagir","reator",NA,NA,"agent",""
"reagir","reação","reações","nomlex","lex",""
"reagrupar","reagrupamento","reagrupamentos","nomage: regroupement",NA,""
"reajustar","reajustador",NA,NA,"agent",""
"reajustar","reajustamento","reajustamentos","nomlex",NA,""
"reajustar","reajuste","reajustes","nomage: réaménagement",NA,""
"realçar","realce","realces","nomlex",NA,""
"realinhar","realinhamento","realinhamentos","nomage: réalignement",NA,""
"realizar","realizador","realizadores","","agent",""
"realizar","realização","realizações","nomlex",NA,""
"realojar","realojamento","realojamentos","nomage: relogement",NA,""
"reaparecer","reaparecimento","reaparecimentos","nomage: reparution",NA,""
"reaparecer","reaparência","reaparências","nomlex",NA,""
"reapreciar","reapreciação","reapreciações","nomlex",NA,""
"reaproximar","reaproximação","reaproximações","nomage: rapprochement",NA,""
"rearmar","rearmamento","rearmamentos","nomlex",NA,""
"rearranjar","rearranjamento","rearranjamentos","nomlex",NA,""
"reavaliar","reavaliação","reavaliações","nomlex",NA,""
"rebaixar","rebaixador",NA,NA,"agent",""
"rebaixar","rebaixe","rebaixes","enwiktionary:pt",NA,""
"rebaixar","rebaixamento","rebaixamentos","nomlex",NA,""
"rebelar","rebelde",NA,NA,"agent",""
"rebelar","rebelião","rebeliões","nomlex","noun",""
"recair","recaída","recaídas","nomage: retombée",NA,""
"recapitalizar","recapitalização","recapitalizações","nomlex",NA,""
"recapitular","recapitulação","recapitulações","nomlex",NA,""
"receber","recebedor","recebedores","nomlex","agent",""
"receber","recipiente","recipientes","nomlex","agent",""
"receptar","receptor","receptores","nomlex","agent",""
"reciclar","reciclagem","reciclagens","nomage: recyclage",NA,""
"recitar","recitador",NA,NA,"agent",""
"recitar","recital","recitais","nomlex","lex",""
"reclamar","reclamante","reclamantes",NA,"agent",""
"reclamar","reclamação","reclamações","nomlex",NA,""
"reclassificar","reclassificação","relcassificações","nomage: reclassement",NA,""
"recoletar","recoleção","recoleções","nomlex",NA,""
"recolher","recolhimento","recolhimentos","nomlex",NA,""
"recomendar","recomendação","recomendações","nomlex",NA,""
"reconciliar","reconciliação","reconciliações","nomlex",NA,""
"reconduzir","recondução","reconduções","nomage: reconduction",NA,""
"reconhecer","reconhecedor",NA,NA,"agent",""
"reconhecer","recognição","recognições","nomlex",NA,""
"reconhecer","reconhecimento","reconhecimentos","nomlex",NA,""
"reconsiderar","reconsideração","reconsiderações","nomlex",NA,""
"reconstituir","reconstituição","reconstituições","nomage: reconstitution",NA,""
"reconstruir","reconstrução","reconstruções","nomlex",NA,""
"reconverter","reconversão","reconversões","nomage: reconversion",NA,""
"recorrer","recurso",NA,"dhbb",NA,NA
"recriminar","recriminador",NA,NA,"agent",""
"recriminar","recriminação","recriminações","nomage: récrimination",NA,""
"recrutar","recrutador",NA,NA,"agent",""
"recrutar","recrutamento","recrutamentos","nomlex",NA,""
"recuperar","recuperação","recuperações","nomlex",NA,""
"recusar","recusa","recusas","nomlex",NA,""
"redefinir","redefinição","redefinições","nomage: redécoupage",NA,""
"redescobrir","redescoberta","redescobertas","nomlex",NA,""
"redesenvolver","redesenvolvimento","redesenvolvimentos","nomlex",NA,""
"redigir","redator",NA,NA,"agent",""
"redigir","redação","redações","nomage: rédaction",NA,""
"redimir","redentor",NA,NA,"agent","e.g. de carros"
"redimir","redenção","redenções","nomlex",NA,"e.g. de carros"
"reduzir","redutor",NA,NA,"agent",""
"reduzir","redução","reduções","nomlex",NA,""
"reeleger","reeleição","reeleições","nomlex",NA,""
"reelevar","reelevação","reelevações","nomage: remontée",NA,""
"reembolsar","reembolso","reembolsos","nomlex",NA,""
"reencenar","reencenação","reencenações","nomlex",NA,""
"reentrar","reentrada","reentradas","nomlex",NA,""
"reequilibrar","reequilíbrio","reequílibrios","nomage: rééquilibrage",NA,""
"reequipar","reequipamento","reequipamentos","nomage: rééquipement",NA,""
"reescalonar","reescalonamento","reescalonamentos","nomage: rééchelonnement",NA,""
"reestruturar","reestruturação","reestruturações","nomage: restructuration",NA,""
"referir","referência","referências","nomlex",NA,""
"refinar","refinadora",NA,NA,"agent",""
"refinar","refinamento","refinamentos","nomlex","lex",""
"refinar","refinaria","refinarias","enwiktionary:en",NA,""
"refletir","refletor",NA,NA,"agent",""
"refletir","reflexo","reflexos","framenet","lex",""
"refletir","reflexão","reflexões","nomlex","noun",""
"reforçar","reforço","reforços","nomlex",NA,""
"reformar","reformador",NA,NA,"agent",""
"reformar","reforma","reformas","nomlex",NA,""
"reformatar","reformatador",NA,NA,"agent",""
"reformatar","reformatação","reformatações","nomage: reformatage",NA,""
"reformular","reformulação",NA,"dhbb",NA,NA
"refrigerar","refrigerador",NA,NA,"agent",""
"refrigerar","refrigeração","refrigerações","nomlex","lex",""
"refutar","refutador",NA,NA,"agent",""
"refutar","refutação","refutações","nomlex",NA,""
"registrar","registrador","registradores","nomlex","agent; lex",""
"registrar","registro","registros","nomlex","event; result; lex",""
"regredir","regressão","regressões","nomlex",NA,""
"regressar","regresso","regressos","nomlex",NA,""
"regulamentar","regulamentador","regulamentadores","","agent",""
"regulamentar","regulamentação","regulamentações","nomage: réglementation",NA,""
"regulamentar","regulamento","regulamentos","nomlex",NA,""
"regularizar","regulação","regulações","nomlex",NA,""
"reinar","rei",NA,NA,"agent",""
"reinar","reinado","reinados","framenet","lex",""
"reinar","reino","reinos","framenet",NA,""
"reiniciar","reinício","reinícios","nomage: redémarrage",NA,""
"reintegrar","reintegração","reintegrações","nomlex",NA,""
"reintroduzir","reintrodução","reintroduções","nomage: réintroduction",NA,""
"reinvestir","reinvestimento","reinvestimentos","nomlex",NA,""
"reinvidicar","reinvidicante",NA,NA,"agent",""
"reinvidicar","reinvidicação","reinvidicações","nomlex",NA,""
"reinvindicar","reinvindicante",NA,NA,"agent",""
"reinvindicar","reivindicação","reivindicações","nomage: revendication",NA,""
"rejeitar","rejeição","rejeições","nomlex",NA,""
"relacionar","relação","relações","nomlex",NA,""
"relatar","relator",NA,"dhbb","agent",NA
"relatar","relatório",NA,"dhbb",NA,NA
"relaxar","relexante",NA,NA,"agent",""
"relaxar","relaxamento","relaxamentos","nomage: assouplissement","lex",""
"relaxar","relaxação","relaxações","nomlex",NA,""
"relocar","relocação","relocações","nomlex",NA,""
"remendar","remendo","remendos","nomage: replâtrage",NA,""
"remodelar","remodelação","remodelações","nomlex",NA,""
"remover","removedor",NA,NA,"agent",""
"remover","remoção","remoções","nomlex","lex",""
"remunerar","remunerador",NA,NA,"agent",""
"remunerar","remuneração","remunerações","nomage: rémunération",NA,""
"renascer","renascimento","renascimentos","nomlex",NA,""
"renegociar","renegociação","renegociações","nomage: renégociation",NA,""
"renovar","renovação","renovações","nomlex",NA,""
"renunciar","renúncia","renúncias","nomlex",NA,""
"reorganizar","reorganização","reorganizações","nomlex",NA,""
"reorientar","reorientação","reorientações","nomage: recentrage",NA,""
"repagar","repagamento","repagamentos","nomlex",NA,""
"reparar","reparador",NA,NA,"agent",""
"reparar","reparação","reparações","nomlex",NA,""
"repartir","repartição","repartições","nomage: répartition",NA,""
"repelir","repelente",NA,NA,"agent",""
"repelir","repulsão","repulsões","nomlex","lex",""
"repercutir","repercussão","repercussões","nomage: répercussion",NA,""
"repetir","repetidor",NA,NA,"agent",""
"repetir","repetição","repetições","nomlex",NA,""
"reportar","repórter","repórteres","nomlex","agent; lex",""
"reportar","reporte","reportes","nomlex",NA,""
"reportar","reportagem",NA,"dhbb",NA,NA
"reposicionar","reposicionamento","reposicionamentos","nomlex",NA,""
"repreender","repreensor","repreensores","","agent",""
"repreender","repreensão","repreensões","nomlex",NA,""
"representar","representante","representantes","nomlex","agent",""
"representar","representação","representações","nomlex",NA,""
"reprimir","repressor","repressores",NA,"agent",""
"reprimir","repressão","repressões","nomlex",NA,""
"reproduzir","reprodutor","reprodutores",NA,"agent",""
"reproduzir","reprodução","reproduções","nomlex",NA,""
"reprovar","reprovado",NA,NA,"agent",""
"reprovar","reprovamento","reprovamentos","nomlex",NA,""
"repudiar","repúdio","repúdios","nomlex",NA,""
"requerer","requerimento","requerimentos","framenet",NA,""
"requerer","requerente",NA,NA,"agent",""
"requisitar","requisitor",NA,NA,"agent",""
"requisitar","requisição","requisições","framenet",NA,""
"reservar","reserva","reservas","nomlex",NA,""
"reservar","reservatório","reservatórios","nomlex",NA,""
"resgatar","resgate","resgates","nomage: sauvetage",NA,""
"residir","residente",NA,NA,"agent",""
"residir","residência","residências","nomage: résidence",NA,""
"resignar","resignação","resignações","nomlex",NA,""
"resistir","resistor",NA,NA,"agent",""
"resistir","resistência","resistências","nomlex","other; lex",""
"resolver","resolvedor",NA,NA,"agent",""
"resolver","resolução","resoluções","nomlex",NA,""
"respeitar","respeitador",NA,NA,"agent",""
"respeitar","respeito","respeitos","nomlex",NA,""
"respirar","respiração","respirações","nomlex",NA,""
"responder","respondedor",NA,NA,"agent",""
"responder","resposta","repostas","nomlex",NA,""
"responsabilizar","responsabilização","responsabilizações","nomage: responsabilisation",NA,""
"ressentir","ressentimento","ressentimentos","nomlex",NA,""
"ressonar","ressonância","ressonâncias","nomlex",NA,""
"ressurgir","ressurgimento","ressurgimentos","nomage: résurgence",NA,""
"restabelecer","restabelecimento","restabelecimentos","nomlex",NA,""
"restar","restante","restantes","nomlex","agent",""
"restar","resto","restos","framenet",NA,""
"restaurar","restaurador",NA,NA,"agent",""
"restaurar","restaurante",NA,NA,"agent",""
"restaurar","restauração","restaurações","nomlex",NA,""
"restituir","restituição","restituições","nomlex",NA,""
"restringir","restrição","restrições","nomlex",NA,""
"resultar","resultado","resultados","nomage: aboutissement",NA,""
"resumir","resumo","resumos","framenet",NA,""
"retalhar","retalho",NA,NA,"agent",""
"retalhar","retalhista","retalhistas","nomlex","agent",""
"retaliar","retaliador",NA,NA,"agent",""
"retaliar","retaliação","retaliações","nomlex",NA,""
"retardar","retardação","retardações","nomlex",NA,""
"reter","retenção","retenções","nomlex",NA,""
"retirar","retirada","retiradas","nomlex","agent",""
"retirar","retirante",NA,NA,"agent",""
"retirar","retiro","retiros","framenet","lex",""
"retomar","retomada","retomadas","nomlex",NA,""
"retornar","retorno","retornos","nomlex",NA,""
"retratar","retratador",NA,NA,"agent",""
"retratar","retratista",NA,NA,"agent",""
"retratar","retrato","retratos","nomlex",NA,""
"retratar","retratação","retratações","nomlex",NA,""
"retribuir","retribuição","retribuições","nomlex",NA,""
"retroceder","retrocesso","retrocessos","nomage: décrochement",NA,""
"reunificar","reunificação","reunificações","nomlex",NA,""
"reunir","reunião","reuniões","nomlex",NA,""
"revalorizar","revalorização","revalorizações","nomage: revalorisation",NA,""
"revelar","revelador",NA,NA,"agent",""
"revelar","revelação","revelações","nomlex","lex",""
"reverter","reversão","reversões","nomlex",NA,""
"revisar","revisor","revisores",NA,"agent",""
"revisar","revisão","revisões","nomlex",NA,""
"revistar","revista",NA,"dhbb","lex",NA
"revoltar","revolta","revoltas","framenet",NA,""
"revoltar","revolução","revoluções","nomlex",NA,""
"revoltar","revoltoso",NA,"dhbb",NA,NA
"revolucionar","revolucionário",NA,"dhbb",NA,NA
"revolver","revolução","revoluções","nomlex",NA,""
"rimar","rimador","rimadores","","agent",""
"rimar","rima","rimas","enwiktionary:en",NA,""
"rir","riso","risos","enwiktionary:en",NA,""
"rodar","rodador",NA,NA,"agent",""
"rodar","rotação","rotações","nomlex","lex",""
"roer","roedura",NA,"openWordnet-PT",NA,NA
"rolar","rolamento","rolamentos","nomage: roulement",NA,""
"rolar","rolete","roletes","nomlex",NA,""
"romper","rompimento","rompimentos","nomlex",NA,""
"romper","ruptura","rupturas","nomage: rupture",NA,""
"roncar","roncadura",NA,"openWordnet-PT",NA,NA
"roubar","roubalheira","roubalheiras","nomlex",NA,""
"roubar","roubo","roubos","framenet",NA,""
"rumar","rumo",NA,"dhbb",NA,NA
"saber","sábio","sábios",NA,"agent",""
"saber","sabedoria","sabedorias","nomlex",NA,""
"sacar","saque","saques","nomlex",NA,""
"sair","saída",NA,"dhbb",NA,NA
"salvar","salvador","salvadores","","agent",""
"salvar","salva","salvas","enwiktionary:en",NA,""
"sanear","saneador",NA,NA,"agent",""
"sanear","saneamento","saneamentos","nomage: assainissement",NA,""
"satisfazer","satisfação","satisfações","nomlex",NA,""
"saturar","saturação","saturações","nomlex",NA,""
"secar","secador","secadores","enwiktionary:pt","agent; lex",""
"secar","secagem","secagens","nomage: assèchement",NA,""
"secar","secura",NA,"openWordnet-PT",NA,NA
"seccionar","seção",NA,"dhbb",NA,NA
"secretariar","secretário",NA,"dhbb",NA,NA
"secretariar","secretaria",NA,"dhbb",NA,NA
"secretariar","secretariado",NA,"dhbb",NA,NA
"sediar","sede",NA,"dhbb",NA,NA
"segregar","segregação","segregações","nomlex",NA,""
"seguir","seguidor","seguidores","","agent",""
"seguir","seguinte","seguintes","enwiktionary:pt","lex",""
"segurar","segurança",NA,"dhbb",NA,NA
"selecionar","seletor",NA,NA,"agent",""
"selecionar","selecionador",NA,NA,"agent",""
"selecionar","seleção","seleções","nomlex",NA,""
"semear","semeadura",NA,"openWordnet-PT",NA,NA
"sentenciar","sentença","sentenças","nomlex",NA,""
"sentir","sentido","sentidos","nomlex",NA,""
"separar","separador","separadores",NA,"agent",""
"separar","separação","separações","nomlex",NA,""
"sepultar","sepultura",NA,"openWordnet-PT",NA,NA
"sequestrar","sequestrador","sequestradores","framenet","agent",""
"sequestrar","sequestro","sequestros","framenet",NA,""
"serrar","serradura",NA,"openWordnet-PT",NA,NA
"servir","servidor","servidores",NA,"agent",""
"servir","serviço","serviços","nomlex",NA,""
"significar","significação","significações","framenet",NA,""
"significar","significado","significados","framenet",NA,""
"significar","significância","significâncias","nomlex",NA,""
"silenciar","silencioso","silenciosos","framenet","lex",""
"silenciar","silêncio","silêncios",NA,NA,""
"simplificar","simplificador",NA,NA,"agent",""
"simplificar","simplificação","simplificações","nomage: simplification",NA,""
"simular","simulação","simulações","nomage: simulation",NA,""
"sindicar","síndico","síndicos",NA,"agent",""
"sindicar","sindicância","sindicâncias","nomlex",NA,""
"sistematizar","sistematização","sistematizações","nomage: systématisation",NA,""
"sistematizar","sistema",NA,"dhbb",NA,NA
"situar","situação","situações","nomage: situation",NA,""
"sobreconsumir","sobreconsumação","sobreconsumações","nomage: surconsommation",NA,""
"sobredeterminar","sobredeterminação","sobredeterminações","nomage: surdétermination",NA,""
"sobreinvestir","sobreinvestimento","sobreinvestimentos","nomage: surinvestissement",NA,""
"sobrepagar","sobrepagamento","sobrepagamentos","nomlex",NA,""
"sobreviver","sobrevivente","sobreviventes","nomlex","agent",""
"sobreviver","sobrevivência","sobrevivências","nomlex",NA,""
"socializar","socialização","socializações","nomlex",NA,""
"socializar","sociedade",NA,"dhbb",NA,NA
"socorrer","socorro","socorros","nomlex",NA,""
"sofrer","sofredor","sofredores","enwiktionary:pt","agent",""
"sofrer","sofrimento","sofrimentos","nomlex",NA,""
"solicitar","solicitante",NA,NA,"agent",""
"solicitar","solicitação","solicitações","nomlex",NA,""
"soltar","soltura",NA,"openWordnet-PT",NA,NA
"solucionar","solução",NA,"dhbb",NA,NA
"sondar","sondagem","sondagens","nomage: sondage",NA,""
"subdividir","subdivisão","subdivisões","nomlex",NA,""
"subir","subida","subidas","framenet","event; lex",""
"submeter","submissão","submissões","nomlex",NA,""
"subornar","subornador",NA,NA,"agent",""
"subornar","suborno","subornos","nomlex",NA,""
"subproduzir","subprodução","subproduções","nomlex",NA,""
"subscrever","subscritor","subscritores","nomlex","agent",""
"substituir","substituto","substitutos","enwiktionary:pt","agent",""
"substituir","substituição","substituições","nomlex",NA,""
"subtrair","subtração","subtrações","nomlex",NA,""
"subverter","subversivo",NA,NA,"agent",""
"subverter","subversão","subversões","framenet",NA,""
"suceder","sucessor","sucessores","nomlex","agent",""
"suceder","sucessão","sucessões","nomlex",NA,""
"suceder","sucesso","sucessos","nomlex",NA,""
"sugerir","sugestão","sugestões","nomlex",NA,""
"superar","superação","superações","nomage: dépassement",NA,""
"superproduzir","superprodução","superproduções","nomage: surproduction",NA,""
"superqualificar","superqualificação","superqualificações","nomage: surqualification",NA,""
"supervalorizar","supervalorização","supervalorizações","nomage: surévaluation",NA,""
"supervisionar","supervisor","supervisores",NA,"agent",""
"supervisionar","supervisão","supervisões","nomlex",NA,""
"suplementar","suplente","suplentes",NA,"agent",""
"suplementar","suplemento","suplementos","nomlex",NA,""
"supor","suposição","suposições","nomlex",NA,""
"suportar","suporte","suportes","nomlex","agent",""
"suprimir","supressor",NA,NA,"agent",""
"suprimir","supressão","supressões","nomlex",NA,""
"suprir","suplência",NA,"dhbb",NA,NA
"surpreender","surpresa","surpresas","framenet",NA,""
"suspeitar","suspeito","suspeitos","framenet","agent",""
"suspeitar","suspeita","suspeitas","nomlex",NA,""
"suspender","suspensão","suspensões","nomlex",NA,""
"suspirar","suspiro","suspiros","framenet",NA,""
"sustar","susto","sustos","enwiktionary:en",NA,""
"sustentar","sustentação",NA,"dhbb",NA,NA
"suturar","sutura",NA,"openWordnet-PT",NA,NA
"talhar","talho","talhos","framenet",NA,""
"taxar","taxação","taxações","nomlex",NA,""
"taxar","taxa",NA,"dhbb",NA,NA
"tecer","tecedura",NA,"openWordnet-PT",NA,NA
"teimar","teima","teimas","enwiktionary:en",NA,""
"telefonar","telefonema","telefonemas","framenet",NA,""
"telegramar","telegrama","telegramas","framenet",NA,""
"temperar","temperança","","nomage: tempérance","lex",""
"tender","tendência","tendências","nomlex",NA,""
"tensionar","tensão","tensões","nomage: tension",NA,""
"tentar","tentação","tentações","nomlex",NA,""
"tentar","tentativa","tentativas","nomlex",NA,""
"terceirizar","terceirizador","terceirizadores","","agent",""
"terceirizar","terceirização","terceirizações","enwiktionary:pt",NA,""
"terminar","terminação","terminações","nomlex",NA,""
"terminar","término",NA,"dhbb",NA,NA
"testar","testador",NA,NA,"agent",""
"testar","teste","testes","nomlex",NA,""
